"No.","Time","Source","Destination","Protocol","Length","Info"
"1489","16.966207","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1490","16.966207","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1491","16.966207","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1492","16.966253","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1493","16.966328","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1494","16.966393","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1495","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1496","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1497","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1498","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1499","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1500","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1501","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1502","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1503","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1504","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1505","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1506","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1507","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1508","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1509","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1510","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1511","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1512","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1513","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1514","16.966411","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1515","16.966583","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1516","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1517","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1518","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1519","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1520","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1521","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1522","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1523","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1524","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1525","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1526","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1527","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1528","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1529","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1530","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1531","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1532","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1533","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1534","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1535","16.966623","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1536","16.966772","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1537","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1538","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1539","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1540","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1541","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1542","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1543","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1544","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1545","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1546","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1547","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1548","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1549","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1550","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1551","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1552","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1553","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1554","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1555","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1556","16.966854","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1557","16.966965","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1558","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1559","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1560","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1561","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1562","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1563","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1564","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1565","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1566","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1567","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1568","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1569","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1570","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1571","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1572","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1573","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1574","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1575","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1576","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1577","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1578","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1579","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1580","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1581","16.967096","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1582","16.967193","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1583","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1584","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1585","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1586","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1587","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1588","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1589","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1590","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1591","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1592","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1593","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1594","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1595","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1596","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1597","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1598","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1599","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1600","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1601","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1602","16.967316","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1603","16.967365","192.168.1.114","151.99.51.238","UDP","86","63635  >  443 Len=44"
"1604","16.967445","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1605","16.967445","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1606","16.967489","192.168.1.114","151.99.51.238","UDP","81","63635  >  443 Len=39"
"1607","16.967631","192.168.1.114","151.99.51.238","UDP","82","63635  >  443 Len=40"
"1608","16.967862","192.168.1.114","151.99.51.238","UDP","82","63635  >  443 Len=40"
"1609","16.968055","192.168.1.114","151.99.51.238","UDP","82","63635  >  443 Len=40"
"1610","16.968245","192.168.1.114","151.99.51.238","UDP","82","63635  >  443 Len=40"
"1611","16.968484","192.168.1.114","151.99.51.238","UDP","82","63635  >  443 Len=40"
"1612","16.968683","192.168.1.114","151.99.51.238","UDP","82","63635  >  443 Len=40"
"1613","16.969977","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1614","16.969977","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1615","16.969977","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1616","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1617","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1618","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1619","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1620","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1621","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1622","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1623","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1624","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1625","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1626","16.970155","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1627","16.970222","192.168.1.114","151.99.51.238","UDP","77","63635  >  443 Len=35"
"1628","16.970384","192.168.1.114","151.99.51.238","UDP","77","63635  >  443 Len=35"
"1629","16.972155","192.168.1.114","151.99.51.238","UDP","78","63635  >  443 Len=36"
"1630","16.972191","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1631","16.972191","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1632","16.972191","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1633","16.972191","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1634","16.972191","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1635","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1636","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1637","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1638","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1639","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1640","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1641","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1642","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1643","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1644","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1645","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1646","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1647","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1648","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1649","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1650","16.972370","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1651","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1652","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1653","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1654","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1655","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1656","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1657","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1658","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1659","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1660","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1661","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1662","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1663","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1664","16.972514","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1665","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1666","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1667","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1668","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1669","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1670","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1671","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1672","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1673","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1674","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1675","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1676","16.972644","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1677","16.972696","192.168.1.114","151.99.51.238","UDP","76","63635  >  443 Len=34"
"1678","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1679","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1680","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1681","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1682","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1683","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1684","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1685","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1686","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1687","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1688","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1689","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1690","16.972773","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1691","16.972823","192.168.1.114","151.99.51.238","UDP","76","63635  >  443 Len=34"
"1692","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1693","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1694","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1695","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1696","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1697","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1698","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1699","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1700","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1701","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1702","16.972890","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1703","16.972955","192.168.1.114","151.99.51.238","UDP","76","63635  >  443 Len=34"
"1704","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1705","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1706","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1707","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1708","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1709","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1710","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1711","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1712","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1713","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1714","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1715","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1716","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1717","16.973038","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1718","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1719","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1720","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1721","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1722","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1723","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1724","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1725","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1726","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1727","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1728","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1729","16.973170","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1730","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1731","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1732","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1733","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1734","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1735","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1736","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1737","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1738","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1739","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1740","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1741","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1742","16.973317","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1743","16.973490","192.168.1.114","151.99.51.238","UDP","76","63635  >  443 Len=34"
"1744","16.973725","192.168.1.114","151.99.51.238","UDP","77","63635  >  443 Len=35"
"1745","16.973840","192.168.1.114","151.99.51.238","UDP","77","63635  >  443 Len=35"
"1746","16.973953","192.168.1.114","151.99.51.238","UDP","77","63635  >  443 Len=35"
"1747","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1748","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1749","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1750","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1751","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1752","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1753","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1754","16.974224","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1755","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1756","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1757","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1758","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1759","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1760","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1761","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1762","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1763","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1764","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1765","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1766","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1767","16.974376","192.168.1.114","151.99.51.238","UDP","77","63635  >  443 Len=35"
"1768","16.974358","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1769","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1770","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1771","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1772","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1773","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1774","16.974493","192.168.1.114","151.99.51.238","UDP","77","63635  >  443 Len=35"
"1775","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1776","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1777","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1778","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1779","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1780","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1781","16.974489","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1782","16.974612","192.168.1.114","151.99.51.238","UDP","82","63635  >  443 Len=40"
"1783","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1784","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1785","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1786","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1787","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1788","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1789","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1790","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1791","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1792","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
"1793","16.974628","151.99.51.238","192.168.1.114","UDP","1292","443  >  63635 Len=1250"
